ORDERNUMBER,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,PRICEEACH,SALES,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,STATE,TERRITORY,YEAR,MONTH,REVENUE
10275,2004-07-23,Shipped,Vintage Cars,38,45.39,1724.82,La Rochelle Gifts,Nantes,FRANCE,Small,Unknown,EMEA,2004,7,1724.82
10284,2004-08-21,Shipped,Vintage Cars,33,51.93,1713.69,"Norway Gifts By Mail, Co.",Oslo,NORWAY,Small,Unknown,EMEA,2004,8,1713.69
10296,2004-09-15,Shipped,Vintage Cars,26,48.44,1259.44,"Bavarian Collectables Imports, Co.",Munich,GERMANY,Small,Unknown,EMEA,2004,9,1259.44
10308,2004-10-15,Shipped,Vintage Cars,47,43.64,2051.08,Mini Classics,White Plains,USA,Small,NY,Unknown,2004,10,2051.08
10316,2004-11-01,Shipped,Vintage Cars,34,47.57,1617.38,giftsbymail.co.uk,Cowes,UK,Small,Isle of Wight,EMEA,2004,11,1617.38
10328,2004-11-12,Shipped,Vintage Cars,34,51.93,1765.62,Rovelli Gifts,Bergamo,ITALY,Small,Unknown,EMEA,2004,11,1765.62
10340,2004-11-24,Shipped,Vintage Cars,40,50.62,2024.8,Enaco Distributors,Barcelona,SPAIN,Small,Unknown,EMEA,2004,11,2024.8
10353,2004-12-04,Shipped,Vintage Cars,40,82.21,3288.4,Gift Ideas Corp.,Glendale,USA,Medium,CT,Unknown,2004,12,3288.3999999999996
10361,2004-12-17,Shipped,Vintage Cars,33,82.59,2725.47,Souveniers And Things Co.,Chatswood,AUSTRALIA,Small,NSW,APAC,2004,12,2725.4700000000003
10375,2005-02-03,Shipped,Vintage Cars,49,65.8,3224.2,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,2,3224.2
10388,2005-03-03,Shipped,Vintage Cars,27,100.0,3211.38,FunGiftIdeas.com,New Bedford,USA,Medium,MA,Unknown,2005,3,2700.0
10398,2005-03-30,Shipped,Vintage Cars,49,36.66,1796.34,Reims Collectables,Reims,FRANCE,Small,Unknown,EMEA,2005,3,1796.34
10401,2005-04-03,On Hold,Vintage Cars,56,35.35,1979.6,Tekni Collectables Inc.,Newark,USA,Small,NJ,Unknown,2005,4,1979.6000000000001
10416,2005-05-10,Shipped,Vintage Cars,37,51.93,1921.41,L'ordine Souveniers,Reggio Emilia,ITALY,Small,Unknown,EMEA,2005,5,1921.41
10104,2003-01-31,Shipped,Trucks and Buses,33,100.0,3705.24,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,1,3300.0
10115,2003-04-04,Shipped,Trucks and Buses,27,100.0,2843.91,Classic Legends Inc.,NYC,USA,Small,NY,Unknown,2003,4,2700.0
10127,2003-06-03,Shipped,Trucks and Buses,46,100.0,6176.42,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,6,4600.0
10141,2003-08-01,Shipped,Trucks and Buses,44,100.0,5500.44,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2003,8,4400.0
10151,2003-09-21,Shipped,Trucks and Buses,26,100.0,3220.1,"Oulu Toy Supplies, Inc.",Oulu,FINLAND,Medium,Unknown,EMEA,2003,9,2600.0
10165,2003-10-22,Shipped,Trucks and Buses,48,94.92,4556.16,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,10,4556.16
10176,2003-11-06,Shipped,Trucks and Buses,23,100.0,3114.89,L'ordine Souveniers,Reggio Emilia,ITALY,Medium,Unknown,EMEA,2003,11,2300.0
10184,2003-11-14,Shipped,Trucks and Buses,45,100.0,4948.2,"Iberia Gift Imports, Corp.",Sevilla,SPAIN,Medium,Unknown,EMEA,2003,11,4500.0
10195,2003-11-25,Shipped,Trucks and Buses,49,100.0,5161.17,Mini Classics,White Plains,USA,Medium,NY,Unknown,2003,11,4900.0
10207,2003-12-09,Shipped,Trucks and Buses,28,94.92,2657.76,Diecast Collectables,Boston,USA,Small,MA,Unknown,2003,12,2657.76
10220,2004-02-12,Shipped,Trucks and Buses,37,100.0,3983.05,"Clover Collections, Co.",Dublin,IRELAND,Medium,Unknown,EMEA,2004,2,3700.0
10230,2004-03-15,Shipped,Trucks and Buses,34,100.0,3974.94,"Blauer See Auto, Co.",Frankfurt,GERMANY,Medium,Unknown,EMEA,2004,3,3400.0
10246,2004-05-05,Shipped,Trucks and Buses,22,100.0,2928.42,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,5,2200.0
10259,2004-06-15,Shipped,Trucks and Buses,29,100.0,3054.57,Handji Gifts& Co,Singapore,SINGAPORE,Medium,Unknown,APAC,2004,6,2900.0
10271,2004-07-20,Shipped,Trucks and Buses,34,98.39,3345.26,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,7,3345.26
10282,2004-08-20,Shipped,Trucks and Buses,38,100.0,4310.72,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,8,3800.0
10292,2004-09-08,Shipped,Trucks and Buses,41,100.0,4983.14,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2004,9,4100.0
10305,2004-10-13,Shipped,Trucks and Buses,42,100.0,4618.32,Marta's Replicas Co.,Cambridge,USA,Medium,MA,Unknown,2004,10,4200.0
10314,2004-10-22,Shipped,Trucks and Buses,28,100.0,3403.12,Heintze Collectables,Aaarhus,DENMARK,Medium,Unknown,EMEA,2004,10,2800.0
10325,2004-11-05,Shipped,Trucks and Buses,38,100.0,5190.42,Baane Mini Imports,Stavern,NORWAY,Medium,Unknown,EMEA,2004,11,3800.0
10336,2004-11-20,Shipped,Trucks and Buses,23,100.0,3141.57,"La Corne D'abondance, Co.",Paris,FRANCE,Medium,Unknown,EMEA,2004,11,2300.0
10350,2004-12-02,Shipped,Trucks and Buses,31,71.4,2213.4,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,12,2213.4
10359,2004-12-15,Shipped,Trucks and Buses,46,100.0,4896.7,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2004,12,4600.0
10371,2005-01-23,Shipped,Trucks and Buses,48,56.55,2714.4,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2005,1,2714.3999999999996
10383,2005-02-22,Shipped,Trucks and Buses,29,100.0,3087.05,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,2900.0
10395,2005-03-17,Shipped,Trucks and Buses,46,100.0,5692.96,Lyon Souveniers,Paris,FRANCE,Medium,Unknown,EMEA,2005,3,4600.0
10412,2005-05-03,Shipped,Trucks and Buses,26,100.0,3460.86,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,5,2600.0
10425,2005-05-31,In Process,Trucks and Buses,18,100.0,1895.94,La Rochelle Gifts,Nantes,FRANCE,Small,Unknown,EMEA,2005,5,1800.0
10104,2003-01-31,Shipped,Trains,32,53.31,1705.92,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,1,1705.92
10117,2003-04-16,Shipped,Trains,21,49.21,1033.41,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Small,Unknown,Japan,2003,4,1033.41
10127,2003-06-03,Shipped,Trains,46,69.12,3179.52,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,6,3179.5200000000004
10142,2003-08-08,Shipped,Trains,42,49.79,2091.18,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,8,2091.18
10153,2003-09-28,Shipped,Trains,31,57.41,1779.71,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,9,1779.7099999999998
10165,2003-10-22,Shipped,Trains,38,66.78,2537.64,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Small,Unknown,Japan,2003,10,2537.64
10176,2003-11-06,Shipped,Trains,38,64.44,2448.72,L'ordine Souveniers,Reggio Emilia,ITALY,Small,Unknown,EMEA,2003,11,2448.72
10185,2003-11-14,Shipped,Trains,20,48.62,972.4,Mini Creations Ltd.,New Bedford,USA,Small,MA,Unknown,2003,11,972.4
10196,2003-11-26,Shipped,Trains,46,62.09,2856.14,Super Scale Inc.,New Haven,USA,Small,CT,Unknown,2003,11,2856.1400000000003
10208,2004-01-02,Shipped,Trains,30,65.61,1968.3,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2004,1,1968.3
10220,2004-02-12,Shipped,Trains,30,68.54,2056.2,"Clover Collections, Co.",Dublin,IRELAND,Small,Unknown,EMEA,2004,2,2056.2000000000003
10230,2004-03-15,Shipped,Trains,43,52.14,2242.02,"Blauer See Auto, Co.",Frankfurt,GERMANY,Small,Unknown,EMEA,2004,3,2242.02
10247,2004-05-05,Shipped,Trains,49,63.85,3128.65,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2004,5,3128.65
10272,2004-07-20,Shipped,Trains,43,56.82,2443.26,Diecast Classics Inc.,Allentown,USA,Small,PA,Unknown,2004,7,2443.26
10282,2004-08-20,Shipped,Trains,37,66.78,2470.86,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2004,8,2470.86
10292,2004-09-08,Shipped,Trains,35,55.07,1927.45,Land of Toys Inc.,NYC,USA,Small,NY,Unknown,2004,9,1927.45
10306,2004-10-14,Shipped,Trains,34,60.34,2051.56,"AV Stores, Co.",Manchester,UK,Small,Unknown,EMEA,2004,10,2051.56
10314,2004-10-22,Shipped,Trains,38,61.51,2337.38,Heintze Collectables,Aaarhus,DENMARK,Small,Unknown,EMEA,2004,10,2337.38
10325,2004-11-05,Shipped,Trains,44,100.0,5932.96,Baane Mini Imports,Stavern,NORWAY,Medium,Unknown,EMEA,2004,11,4400.0
10337,2004-11-21,Shipped,Trains,21,100.0,2296.77,Classic Legends Inc.,NYC,USA,Small,NY,Unknown,2004,11,2100.0
10350,2004-12-02,Shipped,Trains,44,100.0,6490.88,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,12,4400.0
10359,2004-12-15,Shipped,Trains,25,64.93,1623.25,Reims Collectables,Reims,FRANCE,Small,Unknown,EMEA,2004,12,1623.2500000000002
10372,2005-01-26,Shipped,Trains,24,58.58,1405.92,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Small,Tokyo,Japan,2005,1,1405.92
10383,2005-02-22,Shipped,Trains,38,60.06,2282.28,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2005,2,2282.28
10395,2005-03-17,Shipped,Trains,45,100.0,8977.05,Lyon Souveniers,Paris,FRANCE,Large,Unknown,EMEA,2005,3,4500.0
10413,2005-05-05,Shipped,Trains,51,63.85,3256.35,Gift Depot Inc.,Bridgewater,USA,Medium,CT,Unknown,2005,5,3256.35
10108,2003-03-03,Shipped,Motorcycles,34,82.99,2821.66,Cruz & Sons Co.,Makati City,PHILIPPINES,Small,Unknown,Japan,2003,3,2821.66
10121,2003-05-07,Shipped,Motorcycles,44,74.85,3293.4,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2003,5,3293.3999999999996
10135,2003-07-02,Shipped,Motorcycles,44,96.0,4224.0,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,7,4224.0
10145,2003-08-25,Shipped,Motorcycles,38,81.36,3091.68,Toys4GrownUps.com,Pasadena,USA,Medium,CA,Unknown,2003,8,3091.68
10159,2003-10-10,Shipped,Motorcycles,31,71.6,2219.6,Corporate Gift Ideas Co.,San Francisco,USA,Small,CA,Unknown,2003,10,2219.6
10169,2003-11-04,Shipped,Motorcycles,48,80.55,3866.4,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2003,11,3866.3999999999996
10180,2003-11-11,Shipped,Motorcycles,21,93.56,1964.76,Daedalus Designs Imports,Lille,FRANCE,Small,Unknown,EMEA,2003,11,1964.76
10190,2003-11-19,Shipped,Motorcycles,40,66.72,2668.8,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,11,2668.8
10211,2004-01-15,Shipped,Motorcycles,40,80.55,3222.0,Auto Canal Petit,Paris,FRANCE,Medium,Unknown,EMEA,2004,1,3222.0
10224,2004-02-21,Shipped,Motorcycles,50,77.29,3864.5,Daedalus Designs Imports,Lille,FRANCE,Medium,Unknown,EMEA,2004,2,3864.5000000000005
10237,2004-04-05,Shipped,Motorcycles,20,68.34,1366.8,Vitachrome Inc.,NYC,USA,Small,NY,Unknown,2004,4,1366.8000000000002
10252,2004-05-26,Shipped,Motorcycles,48,72.41,3475.68,Auto Canal Petit,Paris,FRANCE,Medium,Unknown,EMEA,2004,5,3475.68
10264,2004-06-30,Shipped,Motorcycles,47,89.5,4206.5,Gifts4AllAges.com,Boston,USA,Medium,MA,Unknown,2004,6,4206.5
10276,2004-08-02,Shipped,Motorcycles,21,70.78,1486.38,Online Mini Collectables,Brickhaven,USA,Small,MA,Unknown,2004,8,1486.38
10285,2004-08-27,Shipped,Motorcycles,39,78.92,3077.88,Marta's Replicas Co.,Cambridge,USA,Medium,MA,Unknown,2004,8,3077.88
10299,2004-09-30,Shipped,Motorcycles,44,80.55,3544.2,"Toys of Finland, Co.",Helsinki,FINLAND,Medium,Unknown,EMEA,2004,9,3544.2
10309,2004-10-15,Shipped,Motorcycles,28,88.68,2483.04,Baane Mini Imports,Stavern,NORWAY,Small,Unknown,EMEA,2004,10,2483.04
10319,2004-11-03,Shipped,Motorcycles,45,77.29,3478.05,Microscale Inc.,NYC,USA,Medium,NY,Unknown,2004,11,3478.05
10331,2004-11-17,Shipped,Motorcycles,20,100.0,3657.8,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,PA,Unknown,2004,11,2000.0
10341,2004-11-24,Shipped,Motorcycles,38,100.0,4682.36,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2004,11,3800.0
10356,2004-12-09,Shipped,Motorcycles,26,100.0,3937.7,Lyon Souveniers,Paris,FRANCE,Medium,Unknown,EMEA,2004,12,2600.0
10365,2005-01-07,Shipped,Motorcycles,44,100.0,4984.32,Mini Creations Ltd.,New Bedford,USA,Medium,MA,Unknown,2005,1,4400.0
10375,2005-02-03,Shipped,Motorcycles,49,100.0,5406.66,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,2,4900.0
10390,2005-03-04,Shipped,Motorcycles,22,100.0,3491.18,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,3,2200.0
10403,2005-04-08,Shipped,Motorcycles,31,68.34,2118.54,"UK Collectables, Ltd.",Liverpool,UK,Small,Unknown,EMEA,2005,4,2118.54
10105,2003-02-11,Shipped,Ships,41,70.67,2897.47,Danish Wholesale Imports,Kobenhavn,DENMARK,Small,Unknown,EMEA,2003,2,2897.4700000000003
10119,2003-04-28,Shipped,Ships,25,76.67,1916.75,Salzburg Collectables,Salzburg,AUSTRIA,Small,Unknown,EMEA,2003,4,1916.75
10129,2003-06-12,Shipped,Ships,31,60.0,1860.0,"Stylish Desk Decors, Co.",London,UK,Small,Unknown,EMEA,2003,6,1860.0
10142,2003-08-08,Shipped,Ships,41,64.0,2624.0,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,8,2624.0
10153,2003-09-28,Shipped,Ships,43,64.67,2780.81,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,9,2780.81
10167,2003-10-23,Cancelled,Ships,43,75.34,3239.62,Scandinavian Gift Ideas,Boras,SWEDEN,Medium,Unknown,EMEA,2003,10,3239.6200000000003
10177,2003-11-07,Shipped,Ships,24,76.0,1824.0,CAF Imports,Madrid,SPAIN,Small,Unknown,EMEA,2003,11,1824.0
10185,2003-11-14,Shipped,Ships,21,54.0,1134.0,Mini Creations Ltd.,New Bedford,USA,Small,MA,Unknown,2003,11,1134.0
10197,2003-11-26,Shipped,Ships,23,64.67,1487.41,Enaco Distributors,Barcelona,SPAIN,Small,Unknown,EMEA,2003,11,1487.41
10208,2004-01-02,Shipped,Ships,38,74.67,2837.46,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2004,1,2837.46
10222,2004-02-19,Shipped,Ships,31,62.67,1942.77,Collectable Mini Designs Co.,San Diego,USA,Small,CA,Unknown,2004,2,1942.77
10233,2004-03-29,Shipped,Ships,36,70.67,2544.12,Tekni Collectables Inc.,Newark,USA,Small,NJ,Unknown,2004,3,2544.12
10248,2004-05-07,Cancelled,Ships,36,71.34,2568.24,Land of Toys Inc.,NYC,USA,Small,NY,Unknown,2004,5,2568.2400000000002
10261,2004-06-17,Shipped,Ships,34,62.0,2108.0,Quebec Home Shopping Network,Montreal,CANADA,Small,Quebec,Unknown,2004,6,2108.0
10273,2004-07-21,Shipped,Ships,21,65.34,1372.14,Petit Auto,Bruxelles,BELGIUM,Small,Unknown,EMEA,2004,7,1372.14
10283,2004-08-20,Shipped,Ships,45,78.67,3540.15,"Royal Canadian Collectables, Ltd.",Tsawassen,CANADA,Medium,BC,Unknown,2004,8,3540.15
10295,2004-09-10,Shipped,Ships,26,75.34,1958.84,Gifts4AllAges.com,Boston,USA,Small,MA,Unknown,2004,9,1958.8400000000001
10306,2004-10-14,Shipped,Ships,50,54.0,2700.0,"AV Stores, Co.",Manchester,UK,Small,Unknown,EMEA,2004,10,2700.0
10315,2004-10-29,Shipped,Ships,41,62.0,2542.0,La Rochelle Gifts,Nantes,FRANCE,Small,Unknown,EMEA,2004,10,2542.0
10326,2004-11-09,Shipped,Ships,39,60.0,2340.0,"Volvo Model Replicas, Co",Lule,SWEDEN,Small,Unknown,EMEA,2004,11,2340.0
10339,2004-11-23,Shipped,Ships,22,100.0,2816.44,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Small,Tokyo,Japan,2004,11,2200.0
10350,2004-12-02,Shipped,Ships,46,76.67,3526.82,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,12,3526.82
10373,2005-01-31,Shipped,Ships,44,100.0,4627.92,"Oulu Toy Supplies, Inc.",Oulu,FINLAND,Medium,Unknown,EMEA,2005,1,4400.0
10385,2005-02-28,Shipped,Ships,25,77.34,1933.5,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2005,2,1933.5
10396,2005-03-23,Shipped,Ships,39,66.67,2600.13,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2005,3,2600.13
10414,2005-05-06,On Hold,Ships,37,71.34,2639.58,Gifts4AllAges.com,Boston,USA,Small,MA,Unknown,2005,5,2639.58
10106,2003-02-17,Shipped,Planes,31,100.0,3312.97,Rovelli Gifts,Bergamo,ITALY,Medium,Unknown,EMEA,2003,2,3100.0
10120,2003-04-29,Shipped,Planes,47,82.21,3863.87,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2003,4,3863.87
10133,2003-06-27,Shipped,Planes,24,77.64,1863.36,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,6,1863.3600000000001
10143,2003-08-10,Shipped,Planes,36,100.0,3945.96,Mini Creations Ltd.,New Bedford,USA,Medium,MA,Unknown,2003,8,3600.0
10156,2003-10-08,Shipped,Planes,48,100.0,4954.08,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,10,4800.0
10168,2003-10-28,Shipped,Planes,28,98.65,2762.2,Technics Stores Inc.,Burlingame,USA,Small,CA,Unknown,2003,10,2762.2000000000003
10199,2003-12-01,Shipped,Planes,48,83.12,3989.76,West Coast Collectables Co.,Burbank,USA,Medium,CA,Unknown,2003,12,3989.76
10210,2004-01-12,Shipped,Planes,21,78.55,1649.55,Osaka Souveniers Co.,Osaka,JAPAN,Small,Osaka,Japan,2004,1,1649.55
10223,2004-02-20,Shipped,Planes,25,100.0,2534.75,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Small,Victoria,APAC,2004,2,2500.0
10235,2004-04-02,Shipped,Planes,25,100.0,2580.25,"Royal Canadian Collectables, Ltd.",Tsawassen,CANADA,Small,BC,Unknown,2004,4,2500.0
10250,2004-05-11,Shipped,Planes,31,91.34,2831.54,The Sharp Gifts Warehouse,San Jose,USA,Small,CA,Unknown,2004,5,2831.54
10262,2004-06-24,Cancelled,Planes,40,84.03,3361.2,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,6,3361.2
10275,2004-07-23,Shipped,Planes,32,89.51,2864.32,La Rochelle Gifts,Nantes,FRANCE,Small,Unknown,EMEA,2004,7,2864.32
10284,2004-08-21,Shipped,Planes,24,83.12,1994.88,"Norway Gifts By Mail, Co.",Oslo,NORWAY,Small,Unknown,EMEA,2004,8,1994.88
10296,2004-09-15,Shipped,Planes,42,100.0,4296.6,"Bavarian Collectables Imports, Co.",Munich,GERMANY,Medium,Unknown,EMEA,2004,9,4200.0
10308,2004-10-15,Shipped,Planes,21,100.0,2224.95,Mini Classics,White Plains,USA,Small,NY,Unknown,2004,10,2100.0
10316,2004-11-01,Shipped,Planes,34,82.21,2795.14,giftsbymail.co.uk,Cowes,UK,Small,Isle of Wight,EMEA,2004,11,2795.14
10328,2004-11-12,Shipped,Planes,27,100.0,2762.1,Rovelli Gifts,Bergamo,ITALY,Small,Unknown,EMEA,2004,11,2700.0
10340,2004-11-24,Shipped,Planes,30,88.6,2658.0,Enaco Distributors,Barcelona,SPAIN,Small,Unknown,EMEA,2004,11,2658.0
10353,2004-12-04,Shipped,Planes,39,100.0,5043.87,Gift Ideas Corp.,Glendale,USA,Medium,CT,Unknown,2004,12,3900.0
10361,2004-12-17,Shipped,Planes,20,60.54,1210.8,Souveniers And Things Co.,Chatswood,AUSTRALIA,Small,NSW,APAC,2004,12,1210.8
10375,2005-02-03,Shipped,Planes,37,81.87,3029.19,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,2,3029.19
10388,2005-03-03,Shipped,Planes,46,100.0,10066.6,FunGiftIdeas.com,New Bedford,USA,Large,MA,Unknown,2005,3,4600.0
10398,2005-03-30,Shipped,Planes,47,87.69,4121.43,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2005,3,4121.43
10401,2005-04-03,On Hold,Planes,11,100.0,1135.31,Tekni Collectables Inc.,Newark,USA,Small,NJ,Unknown,2005,4,1100.0
10416,2005-05-10,Shipped,Planes,23,91.34,2100.82,L'ordine Souveniers,Reggio Emilia,ITALY,Small,Unknown,EMEA,2005,5,2100.82
10105,2003-02-11,Shipped,Ships,29,70.15,2034.35,Danish Wholesale Imports,Kobenhavn,DENMARK,Small,Unknown,EMEA,2003,2,2034.3500000000001
10117,2003-04-16,Shipped,Ships,38,79.68,3027.84,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,4,3027.84
10128,2003-06-06,Shipped,Ships,32,97.0,3104.0,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,6,3104.0
10142,2003-08-08,Shipped,Ships,43,84.01,3612.43,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,8,3612.4300000000003
10153,2003-09-28,Shipped,Ships,31,87.48,2711.88,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,9,2711.88
10166,2003-10-21,Shipped,Ships,29,100.0,3013.97,FunGiftIdeas.com,New Bedford,USA,Medium,MA,Unknown,2003,10,2900.0
10177,2003-11-07,Shipped,Ships,31,88.34,2738.54,CAF Imports,Madrid,SPAIN,Small,Unknown,EMEA,2003,11,2738.54
10185,2003-11-14,Shipped,Ships,30,94.4,2832.0,Mini Creations Ltd.,New Bedford,USA,Small,MA,Unknown,2003,11,2832.0
10196,2003-11-26,Shipped,Ships,50,94.4,4720.0,Super Scale Inc.,New Haven,USA,Medium,CT,Unknown,2003,11,4720.0
10208,2004-01-02,Shipped,Ships,40,80.55,3222.0,"Saveley & Henriot, Co.",Lyon,FRANCE,Medium,Unknown,EMEA,2004,1,3222.0
10221,2004-02-18,Shipped,Ships,23,97.0,2231.0,Petit Auto,Bruxelles,BELGIUM,Small,Unknown,EMEA,2004,2,2231.0
10232,2004-03-20,Shipped,Ships,26,88.34,2296.84,giftsbymail.co.uk,Cowes,UK,Small,Isle of Wight,EMEA,2004,3,2296.84
10248,2004-05-07,Cancelled,Ships,40,100.0,4157.2,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2004,5,4000.0
10273,2004-07-21,Shipped,Ships,21,100.0,2146.2,Petit Auto,Bruxelles,BELGIUM,Small,Unknown,EMEA,2004,7,2100.0
10282,2004-08-20,Shipped,Ships,43,86.61,3724.23,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,8,3724.23
10293,2004-09-09,Shipped,Ships,29,71.89,2084.81,Amica Models & Co.,Torino,ITALY,Small,Unknown,EMEA,2004,9,2084.81
10306,2004-10-14,Shipped,Ships,38,91.81,3488.78,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,10,3488.78
10314,2004-10-22,Shipped,Ships,23,76.22,1753.06,Heintze Collectables,Aaarhus,DENMARK,Small,Unknown,EMEA,2004,10,1753.06
10327,2004-11-10,Resolved,Ships,20,100.0,3469.2,Danish Wholesale Imports,Kobenhavn,DENMARK,Medium,Unknown,EMEA,2004,11,2000.0
10337,2004-11-21,Shipped,Ships,36,70.3,2530.8,Classic Legends Inc.,NYC,USA,Small,NY,Unknown,2004,11,2530.7999999999997
10350,2004-12-02,Shipped,Ships,28,100.0,2924.32,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,12,2800.0
10372,2005-01-26,Shipped,Ships,44,100.0,4496.8,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Medium,Tokyo,Japan,2005,1,4400.0
10384,2005-02-23,Shipped,Ships,49,100.0,6397.44,Corporate Gift Ideas Co.,San Francisco,USA,Medium,CA,Unknown,2005,2,4900.0
10397,2005-03-28,Shipped,Ships,32,80.55,2577.6,Alpha Cognac,Toulouse,FRANCE,Small,Unknown,EMEA,2005,3,2577.6
10414,2005-05-06,On Hold,Ships,34,100.0,3533.62,Gifts4AllAges.com,Boston,USA,Medium,MA,Unknown,2005,5,3400.0
10106,2003-02-17,Shipped,Ships,30,100.0,3177.3,Rovelli Gifts,Bergamo,ITALY,Medium,Unknown,EMEA,2003,2,3000.0
10119,2003-04-28,Shipped,Ships,29,94.14,2730.06,Salzburg Collectables,Salzburg,AUSTRIA,Small,Unknown,EMEA,2003,4,2730.06
10131,2003-06-16,Shipped,Ships,22,85.99,1891.78,Gift Ideas Corp.,Glendale,USA,Small,CT,Unknown,2003,6,1891.78
10143,2003-08-10,Shipped,Ships,26,100.0,2612.48,Mini Creations Ltd.,New Bedford,USA,Small,MA,Unknown,2003,8,2600.0
10155,2003-10-06,Shipped,Ships,32,91.43,2925.76,"Toys of Finland, Co.",Helsinki,FINLAND,Small,Unknown,EMEA,2003,10,2925.76
10167,2003-10-23,Cancelled,Ships,29,100.0,2940.02,Scandinavian Gift Ideas,Boras,SWEDEN,Small,Unknown,EMEA,2003,10,2900.0
10178,2003-11-08,Shipped,Ships,34,96.86,3293.24,Alpha Cognac,Toulouse,FRANCE,Medium,Unknown,EMEA,2003,11,3293.24
10186,2003-11-14,Shipped,Ships,24,99.57,2389.68,"Double Decker Gift Stores, Ltd",London,UK,Small,Unknown,EMEA,2003,11,2389.68
10197,2003-11-26,Shipped,Ships,24,90.52,2172.48,Enaco Distributors,Barcelona,SPAIN,Small,Unknown,EMEA,2003,11,2172.48
